Pclass,Age,SibSp,Parch,Fare,Sex,Embarked_Q,Embarked_S,Survived
3,0.8175607187083664,1,0,-0.4576454924460446,1,False,True,0
2,-0.18148724446841893,1,0,-0.22559322262067316,1,False,True,0
3,-0.10463740114712775,0,0,-0.4894421904510968,0,False,False,0
2,-2.0258834841794076,1,2,0.18876253192945994,1,False,False,1
3,-0.7962859910387483,0,0,-0.48977642625839407,1,True,False,1
3,-0.10463740114712775,0,0,-0.4863374216869257,0,False,True,0
3,-0.10463740114712775,1,0,-0.3363340021468808,0,True,False,0
3,-0.10463740114712775,0,0,-0.49237782784290063,1,True,False,1
3,-0.10463740114712775,2,0,-0.21191774308354583,0,False,False,0
3,-0.8731358343600395,1,0,-0.29002422161773944,1,False,True,0
3,-1.7184841108942426,4,1,0.1506737441786005,0,False,True,0
3,-0.642586304396166,0,0,-0.4913710934835715,0,False,True,0
1,1.509209308599987,1,0,0.8964967865378598,1,False,False,1
2,-0.027787557825836577,1,0,-0.12491978668775715,1,False,True,1
1,2.7388068017406457,0,1,0.5995101505357573,0,False,False,0
1,-0.10463740114712775,0,0,0.06635974158478332,0,False,True,1
2,-0.642586304396166,0,0,-0.43700743807979686,1,False,True,1
3,-0.06621247948648216,0,0,-0.5028639729296732,0,False,False,0
2,-1.872183797536825,1,2,-0.08968408411123653,1,False,True,1
3,-1.4110847376090778,5,2,0.2958951755118318,0,False,True,0
3,-0.5657364610748749,0,0,-0.5028639729296732,0,False,False,0
1,0.6638610320657841,0,0,0.962353321387736,1,False,True,1
1,1.2018099353148224,1,0,1.0323213593611125,0,False,True,0
3,-1.9490336408581161,3,2,-0.08666388103324908,0,False,True,0
1,-0.10463740114712775,0,0,-0.09027201697708476,0,False,False,0
3,-0.10463740114712775,1,1,-0.3414522396297103,0,False,False,1
2,-0.027787557825836577,0,0,-0.43700743807979686,1,False,True,1
3,-0.7962859910387483,0,0,-0.4841568350646187,0,False,True,0
3,-0.9499856776813307,4,2,-0.4888542575852486,1,False,True,1
3,-0.2583370877897101,2,0,-0.47400492578514347,0,False,True,0
2,0.20276197213803696,0,0,-0.43700743807979686,0,False,True,0
3,-1.0268355210026219,5,2,0.2958951755118318,1,False,True,0
2,-0.642586304396166,0,0,0.8314778546749452,0,False,True,0
3,-0.2583370877897101,1,0,-0.3573908580066095,0,False,False,0
3,0.20276197213803696,0,0,0.48910360681684706,0,False,True,1
3,-0.3351869311110013,0,0,-0.494391296561559,0,False,True,0
3,-0.10463740114712775,0,0,-0.4894421904510968,0,False,True,0
3,-0.10463740114712775,0,0,-0.4863374216869257,0,False,True,0
2,-2.1926476441866094,0,2,-0.06451572512800753,0,False,True,1
3,0.0490622854954546,0,0,-0.397241430886295,1,False,True,1
3,-0.5657364610748749,0,0,-0.46720946885967163,0,False,True,0
3,-0.027787557825836577,0,0,-0.45714212526638004,0,False,True,1
3,-0.10463740114712775,0,0,-0.49162277707340374,1,True,False,1
1,-0.10463740114712775,0,0,0.29992211294914856,0,False,True,0
2,-0.9499856776813307,0,0,-0.43700743807979686,1,False,True,1
3,0.2796118154593281,3,0,-0.32928686163157667,1,False,True,1
3,-1.0268355210026219,1,3,0.0437082184998772,0,False,True,0
3,-0.10463740114712775,0,0,-0.4863374216869257,0,False,True,0
1,-0.48888661775358366,3,2,4.647001076532463,1,False,True,1
3,-0.4120367744322925,0,0,-0.4863374216869257,0,False,True,0
3,-0.027787557825836577,0,0,-0.4863374216869257,0,False,True,0
3,-0.7194361477174572,0,0,-0.4902797934380587,0,False,True,0
1,1.2786597786361136,1,0,0.5833178351003071,0,False,True,0
3,-0.2583370877897101,1,2,-0.23415046467497105,0,False,True,0
3,2.2777077418128986,0,0,-0.5024451714361923,0,False,True,0
3,-0.10463740114712775,0,0,-0.4863374216869257,0,False,True,0
1,3.199905861668393,0,0,0.04932982316237129,0,False,False,0
1,-0.48888661775358366,0,1,0.6272778976347743,0,False,False,1
2,0.3564616587806193,0,1,-0.18532384824750675,1,False,True,1
2,0.3564616587806193,1,0,-0.12491978668775715,0,False,True,0
3,-0.10463740114712775,0,0,-0.4894421904510968,1,False,True,0
3,-0.10463740114712775,0,0,-0.4894421904510968,0,False,True,0
1,-0.642586304396166,0,1,0.907737982394129,0,False,True,0
3,0.2796118154593281,0,0,-0.4741720436887921,0,False,True,0
3,0.5870111887444929,2,0,-0.4888542575852486,0,False,True,0
3,-0.10463740114712775,0,0,-0.4894421904510968,0,False,True,0
3,-0.642586304396166,0,0,-0.494391296561559,1,False,True,1
3,-0.10463740114712775,0,0,-0.4918744606632361,0,False,True,1
3,0.6638610320657841,0,0,-0.4894421904510968,0,False,True,0
3,-0.10463740114712775,1,0,-0.1621689579829361,1,True,False,1
1,1.3555096219574045,0,0,0.39858208016340624,0,False,True,0
3,-1.1421102859845587,1,0,-0.3573908580066095,1,False,False,0
3,-0.5657364610748749,0,0,-0.4863374216869257,0,False,True,0
3,-0.7194361477174572,1,0,-0.4505983519307405,1,False,True,0
3,-0.9499856776813307,0,0,-0.3573083057891445,1,False,False,0
3,-0.642586304396166,0,0,-0.4888542575852486,0,False,True,0
3,3.1614809400077473,0,0,-0.49237782784290063,0,True,False,0
2,-0.027787557825836577,1,0,-0.22559322262067316,0,False,True,0
1,-0.4120367744322925,0,1,4.335332226633905,0,False,False,0
3,-2.1027333275006987,4,2,-0.018709311778530763,1,False,True,0
2,-0.642586304396166,2,0,0.8314778546749452,0,False,True,0
3,-0.10463740114712775,0,0,-0.4863374216869257,0,False,True,0
2,0.24118689379868255,1,0,-0.04295550208861427,0,False,False,0
2,0.24118689379868255,0,0,-0.3866707201133388,1,False,True,1
1,1.8934585252064429,0,1,0.907737982394129,0,False,True,0
3,-1.3342348942877866,1,0,-0.42207354059350805,0,False,False,1
3,-0.10463740114712775,0,0,-0.49237782784290063,0,True,False,0
3,-0.4120367744322925,0,0,-0.5046257580584992,0,False,True,1
3,-0.10463740114712775,1,1,-0.19824427701513722,1,False,False,1
3,1.2018099353148224,0,0,-0.5079822104125026,0,False,True,0
3,0.2796118154593281,0,0,-0.4894421904510968,0,False,False,0
3,-0.7194361477174572,0,0,-0.5064721088735089,0,False,True,0
3,1.3555096219574045,1,0,-0.35646868933346404,1,False,True,0
2,-0.027787557825836577,1,0,-0.12491978668775715,1,False,True,1
2,-0.3351869311110013,0,0,-0.3866707201133388,0,False,True,0
2,-0.48888661775358366,0,0,-0.3454791770670269,0,False,False,0
1,-0.7962859910387483,0,2,-0.11921562980779811,1,False,True,1
1,0.5870111887444929,1,0,0.4207302360686478,0,False,True,0
3,-1.0268355210026219,0,0,-0.4628462821463391,0,False,True,0
1,-0.4120367744322925,0,0,0.9462455716384695,0,False,False,0
3,-0.10463740114712775,0,2,-0.3414522396297103,1,False,False,0
3,-0.5657364610748749,0,0,-0.49237782784290063,1,False,True,1
3,-0.4120367744322925,1,0,-0.32928686163157667,1,False,True,1
3,-0.7962859910387483,0,0,-0.5125125150294839,0,True,False,0
2,-0.8731358343600395,0,0,-0.41687275089321363,0,False,True,0
2,-0.7962859910387483,1,1,0.09152810056801232,0,False,True,0
3,-0.18148724446841893,0,0,-0.49145565916975514,0,False,True,1
3,-1.5647844242516602,2,2,0.0437082184998772,1,False,True,0
2,0.5485862670838473,0,2,-0.12491978668775715,0,False,True,0
2,0.9712604053509487,0,0,-0.3866707201133388,0,False,True,0
2,1.6629089952425693,0,0,-0.39623469652696586,0,False,True,0
1,-0.5657364610748749,1,0,0.6925485130875209,1,False,True,1
3,2.0087332901883794,0,0,-0.4863374216869257,0,False,True,0
3,0.855985640369012,0,2,-0.35646868933346404,0,False,True,0
3,-0.10463740114712775,0,0,-0.5011867534870308,0,False,True,0
1,1.6629089952425693,0,1,0.5874293382238074,0,False,False,0
3,-1.0268355210026219,0,0,-0.49271407711891657,1,True,False,1
3,0.0490622854954546,0,0,-0.4863374216869257,0,False,True,0
3,-0.10463740114712775,0,0,-0.47400492578514347,0,False,True,0
3,-0.10463740114712775,8,2,0.7519458402879414,0,False,True,0
3,1.1249600919935312,0,1,-0.32425318983493084,0,False,True,0
2,0.8175607187083664,0,0,-0.331300330350235,1,False,True,1
3,-0.2583370877897101,0,0,-0.4918744606632361,0,False,True,0
3,-0.9499856776813307,0,0,-0.47400492578514347,0,False,True,0
3,-2.17958317082199,4,1,0.1506737441786005,0,False,True,0
3,-1.5647844242516602,0,2,-0.2351571990343002,0,False,True,1
1,-0.10463740114712775,0,1,0.4589861417231558,1,False,True,1
3,1.2018099353148224,1,4,-0.08666388103324908,1,False,True,0
1,-0.10463740114712775,0,0,-0.12642988822675086,0,False,True,0
3,-0.10463740114712775,0,0,0.48910360681684706,0,False,True,0
1,2.431407428455481,0,0,0.0260903672116169,0,False,True,0
3,-1.9490336408581161,4,1,-0.061998889229684634,0,True,False,0
3,-2.17958317082199,1,1,-0.4242561406845337,1,False,True,1
3,-0.642586304396166,0,0,-0.4888542575852486,0,False,True,0
1,2.047158211849025,0,0,-0.030371322596999758,0,False,False,0
3,-0.8731358343600395,1,1,-0.4902797934380587,0,False,True,0
3,-0.10463740114712775,3,1,-0.13565761536436197,0,False,True,0
1,1.586059151921278,0,0,-0.07030444769415023,1,False,False,0
2,0.0490622854954546,0,0,-0.3866707201133388,0,False,True,0
3,0.5101613454232017,0,0,-0.6484216535389205,0,False,True,0
3,-0.10463740114712775,8,2,0.7519458402879414,1,False,True,0
2,-0.10463740114712775,0,0,-0.34539461138084326,0,False,False,0
3,-1.5647844242516602,4,2,-0.01644415947004014,0,False,True,0
2,-2.17958317082199,2,1,0.13683114673782454,0,False,True,1
3,-1.9490336408581161,0,2,-0.20495516825442542,1,False,True,1
1,-0.10463740114712775,0,0,0.3583127057902398,0,False,True,0
3,-0.10463740114712775,1,0,-0.3363340021468808,1,True,False,1
1,1.2018099353148224,0,0,-0.11384570873513637,0,False,True,1
3,0.8175607187083664,1,1,-0.3363340021468808,0,True,False,0
3,0.5101613454232017,0,0,-0.4894421904510968,0,False,True,0
2,0.20276197213803696,0,0,-0.3866707201133388,1,False,True,1
2,-0.7962859910387483,0,0,-0.3866707201133388,0,False,True,0
3,-0.7962859910387483,1,0,-0.4902797934380587,1,False,True,1
2,-2.0258834841794076,1,1,-0.12491978668775715,0,False,True,1
1,1.1249600919935312,0,0,-0.09027201697708476,1,False,False,1
1,2.2008578984916074,0,0,2.301728820789,1,False,False,1
3,-0.10463740114712775,0,0,-0.49237782784290063,0,True,False,0
3,0.9712604053509487,0,1,-0.47920571548543794,0,False,True,0
3,-0.10463740114712775,0,0,-0.49237782784290063,1,True,False,1
2,-0.4120367744322925,0,0,-0.3866707201133388,1,False,True,0
3,-0.10463740114712775,0,0,-0.45714212526638004,0,False,True,0
3,-0.10463740114712775,8,2,0.7519458402879414,0,False,True,0
3,0.3564616587806193,0,0,-0.5176307525123133,0,False,True,0
3,1.240234856975468,0,0,-0.5029485386158568,0,False,False,0
3,-0.8731358343600395,0,0,-0.4863374216869257,0,False,True,1
3,-2.1027333275006987,0,1,-0.43776248884929375,1,False,True,0
3,0.20276197213803696,1,0,-0.32928686163157667,0,False,True,0
3,-0.2583370877897101,0,0,-0.2701412180209885,0,False,False,1
3,-1.0268355210026219,0,0,-0.49237782784290063,1,True,False,1
1,0.8175607187083664,0,0,-0.024246350754841117,0,False,False,1
3,-0.4120367744322925,0,0,-0.5064721088735089,0,False,True,0
2,0.4333115021019105,0,0,-0.22559322262067316,1,False,True,1
3,-0.5657364610748749,0,0,-0.5024451714361923,0,False,True,0
2,0.0490622854954546,0,0,-0.3866707201133388,0,False,True,0
3,-0.10463740114712775,1,0,-0.49237782784290063,0,True,False,0
1,0.1259121288167458,1,0,1.6323350375212924,1,False,False,1
3,-0.18148724446841893,0,0,-0.4888542575852486,1,False,True,1
2,0.9712604053509487,1,0,-0.10478509950117394,0,False,True,0
1,0.20276197213803696,0,0,0.8876878608937296,1,False,False,1
2,0.0490622854954546,0,0,-0.43700743807979686,0,False,True,0
3,-1.0268355210026219,0,0,-0.4863374216869257,0,False,True,1
2,-0.18148724446841893,0,0,-0.3866707201133388,0,False,True,0
3,1.6629089952425693,0,0,-0.4863374216869257,0,False,True,0
3,-0.10463740114712775,0,0,-0.4894421904510968,0,False,True,0
1,0.6638610320657841,1,0,1.163700193253568,0,False,True,1
3,-0.5657364610748749,0,0,-0.4601623283443675,0,False,True,0
2,-0.7962859910387483,0,0,-0.43700743807979686,0,False,True,1
3,-0.6810112260568116,0,0,-0.5024451714361923,0,False,True,0
2,-0.8731358343600395,0,0,-0.3866707201133388,0,False,True,0
3,-0.10463740114712775,3,1,-0.13565761536436197,1,False,True,0
1,0.4333115021019105,1,0,1.0323213593611125,1,False,True,1
3,-0.027787557825836577,0,0,-0.4918744606632361,0,False,True,0
2,2.2777077418128986,0,0,-0.3766033765200472,0,False,True,0
3,-1.872183797536825,4,2,-0.01644415947004014,1,False,True,1
2,-0.4120367744322925,0,0,-0.43700743807979686,0,False,True,0
3,-0.10463740114712775,0,0,-0.49640476528021726,1,False,True,0
2,1.1249600919935312,1,0,-0.12491978668775715,0,False,True,0
2,-1.6416342675729514,0,2,-0.11988611489111134,1,False,True,1
2,-0.7962859910387483,0,0,-0.43700743807979686,0,False,True,0
2,0.2796118154593281,0,0,-0.4012683683236117,0,False,True,0
3,-0.10463740114712775,1,0,-0.3573908580066095,1,False,False,0
3,-0.10463740114712775,1,0,-0.3363340021468808,1,True,False,1
2,-0.027787557825836577,0,0,-0.43700743807979686,0,False,True,0
3,-0.5657364610748749,0,0,-0.5049620073345151,0,False,True,0
3,0.0490622854954546,0,0,-0.5029485386158568,0,False,False,0
1,1.1249600919935312,2,0,1.163700193253568,0,True,False,0
3,-0.3351869311110013,0,0,-0.4918744606632361,1,False,True,0
2,-0.4120367744322925,0,2,-0.35646868933346404,1,False,True,1
1,0.5870111887444929,1,1,0.40974072380221066,0,False,True,1
2,1.8934585252064429,1,0,-0.12491978668775715,0,False,True,0
3,-0.10463740114712775,0,0,-0.5024451714361923,0,False,True,0
3,-0.027787557825836577,1,1,-0.43776248884929375,1,False,True,0
1,2.508257271776772,0,0,-0.11384570873513637,0,False,True,0
3,0.0490622854954546,1,0,-0.32425318983493084,0,False,True,0
3,0.8944105620296575,0,2,-0.2414492887801075,1,False,True,0
3,-0.027787557825836577,0,2,-0.3414522396297103,1,False,False,1
1,-0.10463740114712775,0,0,0.9462455716384695,1,False,False,1
1,0.0490622854954546,0,0,1.093228788100527,1,False,True,1
1,0.4333115021019105,0,0,9.667166525013505,1,False,False,1
2,1.586059151921278,0,1,-0.12491978668775715,1,False,True,1
3,-0.10463740114712775,0,0,-0.49237782784290063,0,True,False,0
3,-2.0258834841794076,4,2,-0.01644415947004014,0,False,True,1
1,1.7397588385638605,1,1,0.955306180872432,0,False,True,0
1,0.8175607187083664,0,0,-0.6484216535389205,0,False,True,0
3,-0.10463740114712775,0,0,-0.49237782784290063,1,True,False,0
2,0.5101613454232017,0,0,-0.43700743807979686,0,False,True,0
3,-1.0268355210026219,4,1,0.1506737441786005,0,False,True,0
3,-0.3351869311110013,1,0,-0.4918744606632361,0,False,True,1
1,2.2008578984916074,0,1,2.441497778832105,1,False,True,1
1,0.4333115021019105,0,0,2.0825124140450755,1,False,True,1
1,-0.10463740114712775,0,0,-0.024246350754841117,0,False,True,0
3,-0.3351869311110013,0,0,-0.6484216535389205,0,False,True,1
2,0.8944105620296575,0,1,-0.255795253400548,1,False,True,1
1,0.5870111887444929,0,1,-0.0504214440973993,0,False,False,0
3,-0.10463740114712775,0,0,-0.49237782784290063,1,True,False,1
1,2.5851071150980633,1,0,0.921244330558889,1,False,True,1
3,1.2018099353148224,0,0,-0.49237782784290063,1,False,True,0
2,-0.10463740114712775,0,0,-0.6484216535389205,0,False,True,0
3,-1.7184841108942426,4,1,-0.061998889229684634,0,True,False,0
3,0.4333115021019105,1,1,-0.24069423801061057,1,False,True,1
3,2.7388068017406457,0,0,-0.49237782784290063,0,True,False,0
3,-0.10463740114712775,0,0,-0.4902797934380587,0,False,True,0
3,-1.0268355210026219,0,0,-0.45714212526638004,0,False,True,0
3,-0.7962859910387483,0,0,-0.4863374216869257,0,False,True,1
1,-0.10463740114712775,0,0,-0.12491978668775715,0,False,True,0
3,0.2796118154593281,0,0,-0.47400492578514347,0,False,False,0
3,0.0490622854954546,0,0,-0.45714212526638004,0,False,True,1
3,-0.5657364610748749,0,0,-0.4894421904510968,0,False,True,0
2,0.9712604053509487,0,0,-0.3866707201133388,0,False,True,1
3,-0.5657364610748749,0,0,-0.49237782784290063,1,True,False,1
1,-0.2583370877897101,0,0,0.9391984311231651,1,False,True,1
1,-0.7962859910387483,1,0,1.1854295476653287,1,False,False,1
2,0.5101613454232017,0,0,-0.3891875560116617,0,False,False,0
3,-0.4120367744322925,0,0,-0.4702296719376591,1,False,True,0
3,-0.4120367744322925,0,0,-0.4894421904510968,0,False,True,0
1,-0.10463740114712775,0,0,-0.09027201697708476,0,False,False,0
3,-0.45046169609293807,0,0,-0.5028639729296732,0,False,False,0
1,-2.1027333275006987,1,2,2.4029901895877646,1,False,True,0
1,-0.10463740114712775,0,0,-0.03431369434813272,0,False,True,1
1,1.586059151921278,0,1,4.335332226633905,1,False,False,1
3,-0.10463740114712775,0,0,-0.49237782784290063,1,True,False,1
3,-0.10463740114712775,2,0,-0.18029017645086096,0,True,False,1
3,-0.7962859910387483,0,0,-0.6484216535389205,0,False,True,0
2,-0.10463740114712775,0,0,-0.3997582667846179,1,True,False,1
3,-0.10463740114712775,0,0,-0.4863374216869257,0,False,True,0
1,-2.185731158287693,1,2,2.4029901895877646,0,False,True,1
1,-0.10463740114712775,0,0,1.5841789061771412,1,False,False,1
1,-0.9499856776813307,1,0,1.5442457810799908,1,False,False,1
2,0.0490622854954546,1,0,-0.16518916106092355,0,False,False,0
1,0.0490622854954546,0,0,0.49782998024351216,1,False,False,1
1,-0.4120367744322925,0,0,1.0259447039291216,1,False,False,1
1,-0.8731358343600395,2,2,4.634416897040849,1,False,False,1
2,-0.2583370877897101,1,1,-0.12491978668775715,1,False,True,0
3,-0.10463740114712775,0,0,-0.4894421904510968,0,False,True,0
2,1.04811024867224,1,1,-0.11988611489111134,0,False,True,0
3,-0.2583370877897101,0,0,-0.4902797934380587,1,False,True,1
2,-0.4120367744322925,1,0,-0.12491978668775715,1,False,True,1
2,1.8934585252064429,0,0,-0.36653603292675563,0,False,True,0
1,0.1259121288167458,0,2,2.671117778445337,1,False,True,1
1,0.8175607187083664,1,1,2.059693773056521,1,False,False,1
3,-0.5657364610748749,0,0,-0.5024451714361923,0,False,True,0
3,-0.18148724446841893,0,0,-0.4894421904510968,0,False,True,0
2,0.0490622854954546,0,0,-0.3997582667846179,1,True,False,1
2,-0.5657364610748749,1,1,-0.06451572512800753,1,False,True,1
3,-0.10463740114712775,8,2,0.7519458402879414,0,False,True,0
1,0.5101613454232017,0,0,2.0825124140450755,1,False,False,1
3,2.431407428455481,0,0,-0.5228315422126077,0,False,True,0
2,0.5101613454232017,0,0,-0.3866707201133388,1,False,True,1
3,0.1259121288167458,1,1,-0.2351571990343002,1,False,True,1
1,-1.0268355210026219,0,1,0.5189714017894245,1,False,False,1
3,-0.10463740114712775,2,0,-0.18029017645086096,1,True,False,1
1,1.240234856975468,0,0,-0.07458306872129913,0,False,True,0
1,0.6638610320657841,0,1,2.441497778832105,0,False,True,0
3,-1.0268355210026219,2,0,-0.2859972841804228,0,False,True,0
1,-0.10463740114712775,1,0,2.042579288947925,1,False,True,1
3,-0.10463740114712775,0,0,-0.4894421904510968,0,False,True,0
1,-0.027787557825836577,1,0,0.6925485130875209,0,False,True,0
1,0.8944105620296575,0,0,2.059693773056521,1,False,False,1
3,1.2018099353148224,0,0,-0.4863374216869257,0,False,True,1
1,1.2018099353148224,0,0,0.06635974158478332,0,False,True,0
2,-2.1027333275006987,1,1,-0.12491978668775715,0,False,True,1
1,-0.4120367744322925,3,2,4.647001076532463,1,False,True,1
2,-0.10463740114712775,0,0,-0.3866707201133388,0,False,True,0
2,-0.3351869311110013,0,0,-0.3866707201133388,0,False,True,0
2,0.5101613454232017,0,0,-0.3866707201133388,0,False,True,0
2,-0.4120367744322925,0,0,-0.3866707201133388,1,False,True,1
2,0.8175607187083664,0,0,-0.3866707201133388,1,False,True,1
3,-0.10463740114712775,1,0,-0.32425318983493084,1,False,True,1
3,-2.0258834841794076,1,1,-0.32828012727224753,0,False,True,1
3,0.9712604053509487,0,0,-0.47400492578514347,0,False,True,0
3,-0.48888661775358366,0,0,-0.4626791642426904,0,False,True,0
1,-0.10463740114712775,0,0,0.0562923979914917,0,False,True,0
3,-1.103685364323913,1,1,-0.5028639729296732,0,False,False,0
3,-0.3351869311110013,1,0,-0.29002422161773944,0,False,True,0
3,-0.10463740114712775,0,0,-0.5029485386158568,0,False,False,0
3,-0.10463740114712775,0,0,-0.45714212526638004,0,False,True,0
1,-0.5657364610748749,0,1,0.4589861417231558,1,False,True,1
2,0.6638610320657841,0,0,-0.3866707201133388,1,False,True,0
3,-0.10463740114712775,0,0,-0.48977642625839407,1,True,False,1
3,-0.10463740114712775,0,0,-0.48977642625839407,1,True,False,1
3,0.8175607187083664,1,4,-0.08666388103324908,0,False,True,0
2,-0.027787557825836577,1,0,-0.09027201697708476,0,False,False,0
3,1.2018099353148224,0,1,-0.3573908580066095,1,False,False,0
3,0.4333115021019105,0,0,-0.5064721088735089,0,False,True,0
3,-0.10463740114712775,1,0,-0.3363340021468808,0,True,False,0
3,0.0490622854954546,0,0,-0.5024451714361923,0,False,True,0
1,2.35455758513419,1,0,0.8667135572514657,1,False,False,1
3,-0.10463740114712775,0,0,-0.5028639729296732,1,False,False,1
3,-0.10463740114712775,0,0,-0.49237782784290063,1,True,False,1
1,-0.4120367744322925,0,0,0.7469121684912956,1,False,False,1
1,-0.3351869311110013,1,0,0.4678796330534696,0,False,False,1
3,-0.8731358343600395,1,0,-0.5176307525123133,0,False,True,0
3,-0.7962859910387483,0,0,-0.4863374216869257,0,False,True,0
1,-0.5657364610748749,0,0,2.0825124140450755,0,False,False,0
3,-2.0258834841794076,3,1,-0.22408312108167944,1,False,True,0
1,-0.10463740114712775,1,0,1.0060617003323709,1,False,False,1
3,-0.5657364610748749,0,0,-0.5024451714361923,1,False,True,1
1,-0.18148724446841893,0,2,3.610064686423428,0,False,False,0
3,-0.7194361477174572,0,0,-0.5676312212027554,0,False,False,0
3,-0.7962859910387483,0,0,-0.4918744606632361,0,False,True,0
1,0.9712604053509487,0,0,3.9327230485884233,1,False,False,1
3,-2.17958317082199,0,2,-0.33146744825388363,1,False,False,1
3,0.20276197213803696,0,0,-0.4888542575852486,0,False,True,0
1,0.4333115021019105,1,0,0.39858208016340624,1,False,True,1
3,-0.10463740114712775,0,0,-0.4894421904510968,0,False,True,0
2,-0.8731358343600395,0,0,0.8314778546749452,0,False,True,0
3,-2.17958317082199,5,2,0.2958951755118318,0,False,True,0
2,0.5101613454232017,0,0,-0.3866707201133388,1,False,True,1
3,-0.10463740114712775,0,0,-0.49279662933638163,0,True,False,0
2,-0.9499856776813307,0,0,-0.40680540729992204,1,False,False,1
1,0.5101613454232017,1,2,1.7677408088510642,0,False,True,1
3,-0.642586304396166,0,0,-0.49145565916975514,0,False,True,1
3,-0.10463740114712775,2,0,-0.4888542575852486,0,False,True,0
1,-0.48888661775358366,1,0,1.6323350375212924,1,False,False,1
3,-0.4120367744322925,0,2,-0.312172377522981,1,False,True,1
3,-0.5657364610748749,0,0,-0.49145565916975514,0,False,True,0
3,0.1259121288167458,0,0,-0.4902797934380587,1,False,True,0
2,1.2786597786361136,0,0,-0.12491978668775715,0,False,True,0
2,-0.48888661775358366,0,0,-0.43700743807979686,0,False,True,0
2,-0.10463740114712775,0,0,-0.393717860628643,1,False,True,1
3,0.7407108753870753,0,0,-0.4888542575852486,0,False,True,1
3,-0.2583370877897101,0,0,-0.4863374216869257,0,False,True,0
3,-0.642586304396166,1,0,-0.4505983519307405,1,False,True,0
3,-0.10463740114712775,1,0,-0.32928686163157667,0,False,True,0
3,-0.7194361477174572,0,0,-0.47400492578514347,1,False,True,0
2,0.3564616587806193,1,0,-0.22559322262067316,0,False,True,0
3,1.6629089952425693,0,0,-0.49237782784290063,0,False,True,0
2,-2.0258834841794076,1,1,-0.2708962687904854,0,False,True,1
3,-0.642586304396166,0,0,-0.4918744606632361,0,False,True,0
3,-0.10463740114712775,3,1,-0.13565761536436197,1,False,True,0
3,-0.10463740114712775,0,0,-0.4894421904510968,0,False,True,0
3,-0.10463740114712775,0,0,-0.5103319284071769,0,True,False,0
1,0.2796118154593281,1,0,1.163700193253568,1,True,False,1
2,-0.10463740114712775,0,0,-0.6484216535389205,0,False,True,0
3,1.1249600919935312,0,0,-0.4888542575852486,0,False,True,1
3,-0.10463740114712775,0,0,-0.4863374216869257,1,False,True,0
2,0.3564616587806193,1,1,0.005955680025033692,1,False,True,1
2,-0.8731358343600395,0,2,-0.3866707201133388,1,False,True,1
