Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Survived
2,0,-1,1,1,23,1,0.012618555272227244
2,1,16,1,5,119,1,1.0076973942085556
2,0,56,0,0,16,1,0.01988845106572437
3,0,60,0,0,9,1,0.018009377383314634
3,0,18,0,0,9,1,0.01252641986023399
2,1,7,0,0,18,1,1.0235429456519454
3,0,30,0,0,7,1,0.015306793501265922
1,1,4,1,2,26,1,1.0122296842505119
3,1,-4,4,2,46,1,-0.00026030390224793395
3,1,-3,5,2,44,1,0.03732606632127196
3,0,20,0,0,6,1,0.011292557260540606
1,1,21,1,1,266,2,1.0318263027165864
2,0,47,0,0,8,1,0.017018012392270857
3,0,12,5,1,161,1,0.02492223393099141
3,0,31,0,0,10,1,1.0154338180189015
3,0,26,1,1,19,1,0.0074703777737811635
2,0,27,0,1,26,1,1.024896241209735
3,0,57,0,0,6,1,0.012603765086188429
1,1,18,3,0,117,1,1.0371678711540167
3,0,35,2,2,29,1,0.030191920351603892
2,0,-1,2,4,24,1,0.023628619930385713
3,0,29,4,0,146,1,0.02136812458559278
2,1,1,2,2,34,1,1.038891468008142
3,0,26,4,3,23,1,0.005804048796312438
1,1,20,1,0,3,2,1.0424031237380285
3,0,34,1,2,17,1,1.0296280101686623
2,0,23,0,0,63,1,0.010321946240228716
2,0,10,0,2,6,1,0.006106945239622222
1,0,45,0,0,6,1,1.0173580756266942
3,1,23,0,0,134,2,1.0268221023855493
3,0,16,0,0,5,1,0.005572207216533966
3,0,29,0,0,10,1,0.004583039803126538
3,0,26,0,0,27,1,0.010168692378226716
3,0,24,0,1,25,1,0.011009436375167674
3,1,11,0,1,9,1,0.0007752420808086584
3,0,34,0,0,8,1,0.018783502164114445
3,1,29,0,5,3,2,1.0628885709953864
1,1,34,1,1,11,1,1.0486107065029413
3,0,15,0,0,10,1,0.0078036001722881386
3,0,48,0,0,14,1,0.014833297165065679
3,0,42,0,5,5,1,0.020229880600258772
1,0,38,0,0,9,1,-0.004117626035624109
3,1,28,0,0,7,1,1.028903273715976
1,1,64,1,1,123,2,1.0274518539236135
3,0,37,0,0,21,1,0.0001695656984285796
2,0,25,0,0,26,1,0.9974459826143435
2,0,50,0,4,30,1,0.014993789433197733
3,0,41,2,2,40,1,0.025634002611409273
1,1,11,0,2,34,1,0.9911373543130482
3,0,28,0,0,10,1,0.019256786356829664
3,1,25,1,0,45,2,1.0199463742843446
3,0,34,0,0,13,1,0.01671183036573349
1,1,18,1,1,34,1,1.001240274360526
3,1,44,1,1,127,1,1.0197594434637474
1,0,43,0,0,4,3,0.0008120317965692558
3,0,67,0,0,12,2,1.0238152668229048
2,0,38,0,0,74,1,0.006718008263357275
3,0,17,0,0,7,1,0.00710084758998375
2,1,-2,4,2,33,1,1.0398827895206266
3,0,3,4,2,30,1,0.03231314922019156
3,0,49,0,1,23,1,0.012604479860088174
1,1,29,1,0,73,3,1.0000443033072226
3,1,27,1,1,73,1,0.016890490390659683
1,1,36,0,0,7,2,1.0369182768510716
3,1,28,0,1,2,2,0.016006772813655108
3,0,27,1,0,8,3,1.008316921057833
3,0,27,0,0,4,1,-0.0030816418120467996
1,1,21,0,0,9,3,1.0327809555026972
3,0,26,0,0,24,1,0.009164842611049832
1,1,27,1,0,102,1,1.0407655798540028
1,0,16,0,0,1,1,0.006631432595145784
3,0,38,0,0,10,1,0.017083799759476954
2,1,20,0,2,232,1,0.9950812841217795
3,0,28,0,0,8,1,0.006494437198572714
3,0,33,0,0,20,1,0.023486339432218964
1,1,22,0,0,326,1,1.0192580183396387
3,0,51,0,0,8,1,0.005954731848986599
3,0,25,0,0,5,1,0.016707730098707612
2,0,21,0,0,21,1,1.0207122680410299
3,0,66,0,0,7,1,0.01048533985660407
3,0,28,0,0,10,1,0.01790337782240391
3,0,28,0,0,7,3,0.007709863120996134
2,1,-3,1,1,181,1,1.011168982636847
3,0,3,4,1,20,1,1.026392283990993
3,0,36,0,0,12,3,1.0347952036524632
2,1,2,1,2,27,1,0.030736484755286796
3,0,61,0,0,9,1,0.0034271931901161705
3,1,50,8,0,153,1,1.0004512194655877
3,0,50,0,1,26,3,1.0066016535739912
1,1,47,1,0,17,2,1.0181278264236433
3,0,42,0,0,10,1,0.01583766364687206
3,1,25,1,0,49,1,1.0072128694198437
2,0,26,0,4,32,1,0.03363031554895191
3,0,63,0,0,5,1,0.0179660825071015
2,0,64,0,0,5,1,0.018195602392100937
3,1,0,4,1,47,1,0.028169159510076924
1,1,50,1,0,133,3,1.0698295876268544
3,0,43,0,0,11,1,0.012662219859078176
2,0,72,0,0,18,1,0.014595477276247652
3,0,61,0,0,6,1,-0.008262978833649775
3,0,28,0,0,8,1,1.0304159992560002
2,0,39,0,0,5,1,0.008370624057085633
1,1,30,5,0,23,1,-0.0013051234398381486
1,1,9,1,2,35,2,1.0350510822466508
3,0,44,0,0,26,1,0.02411736330934148
3,1,18,0,1,239,3,1.0408789570580577
3,0,23,0,0,12,1,0.012758000441907445
2,1,37,0,0,6,1,1.0270471642170158
3,0,21,0,0,97,2,0.002946928948585645
2,1,22,1,2,213,2,1.025122111182971
2,0,19,0,0,100,2,1.0087247239469292
3,0,0,4,3,24,1,0.01750369773609397
3,0,21,0,0,34,2,0.020377761334324757
2,1,31,1,0,30,2,0.9954997293690863
1,1,39,1,0,8,2,0.9914221324525071
3,0,30,0,0,8,1,0.00607015859102949
3,1,65,2,2,34,1,0.008271518719306441
3,1,76,0,0,8,1,1.0378429944836645
1,1,42,1,0,46,2,1.0520010872796617
2,0,24,0,1,24,1,0.033095009755955605
3,0,42,0,2,27,1,0.017431862959169587
3,0,21,4,2,16,1,0.041539802823470834
3,0,62,0,0,6,1,0.010299273295233969
2,1,15,1,5,72,1,1.0286426649493334
3,1,12,0,0,15,1,-0.0016683423549561328
1,1,33,1,0,43,1,1.0283292783086668
3,0,33,0,0,8,1,0.0033439420567887455
3,1,8,0,0,26,1,0.016744500462427012
1,1,55,1,0,128,1,0.9979018957781576
1,0,30,0,0,91,1,0.012144660176696232
3,0,31,0,0,11,1,0.011983967208503659
3,0,19,2,0,16,1,-0.007901322606174061
3,0,36,2,5,41,1,0.012265768579005016
2,0,59,0,0,14,1,0.005047027973959666
3,0,11,0,0,27,1,0.022856139481660685
3,0,32,0,0,8,1,0.012287754918529565
1,1,38,4,0,83,1,1.0065650788011622
3,0,37,1,2,72,1,0.024083275988536393
3,0,-4,1,0,31,1,0.03135755989519882
2,1,27,0,0,11,2,-0.006978246690985491
2,0,26,0,0,19,1,0.022566735275972014
3,0,62,0,0,34,1,0.019875806961911633
2,1,36,0,0,6,1,1.03051545720706
2,0,30,0,0,10,1,0.0020305432554802503
1,1,27,0,0,8,2,1.0529793400659786
3,0,36,0,0,8,1,0.0071567931719852896
2,0,-1,4,2,65,1,0.019299026677461646
1,1,35,0,0,5,1,1.0258817898773416
2,0,19,0,2,29,1,0.02147930185595954
3,1,59,0,0,5,3,0.017460948623203302
3,0,17,0,0,5,1,0.0047178864766832555
3,0,-1,0,0,27,1,0.006321703107012389
1,1,41,1,1,46,2,0.9773396708473041
3,0,20,4,1,39,2,0.022740351391482515
1,0,42,1,0,35,1,1.0250808620446799
3,0,34,4,0,24,1,0.01905583806202472
2,0,15,0,0,8,2,1.0095680276540029
1,1,29,1,1,79,2,1.0011580095549706
1,1,27,0,0,14,1,1.0236723189768293
2,0,7,4,2,24,1,1.0019297573945616
2,1,50,0,0,52,3,1.0119634453353528
3,0,4,8,1,10,1,1.0274764203031381
1,0,27,0,0,16,2,0.9933495699992643
2,1,29,1,0,8,2,1.00872726987607
2,0,20,0,0,4,3,1.0103968045889191
3,0,50,0,0,11,1,0.008781136665083088
3,0,46,3,2,36,1,0.011296385526168674
2,0,43,0,2,24,1,0.007508019158157951
3,1,1,1,0,10,1,1.028748678456006
2,1,26,0,0,6,1,0.022222078695727673
1,1,26,0,0,61,1,0.008045362320847555
2,0,76,0,0,9,1,0.01095603431432785
1,1,43,1,2,68,2,1.0368470162661585
2,1,27,0,0,6,1,0.9955280217484042
3,0,49,0,0,186,1,1.0079130712817985
3,0,65,0,0,19,1,0.01210599724661667
2,0,76,0,0,6,1,0.015008967815406237
3,1,31,1,0,80,1,1.0095690293542032
3,0,6,4,1,31,1,0.007311331778453643
2,0,19,0,0,12,1,0.0020964225001811575
2,0,8,0,2,13,1,-0.0037917974097414066
3,0,29,0,0,13,1,0.012097888259960941
2,0,51,0,0,18,3,0.010061644423578804
2,1,-8,1,1,47,1,0.015482520488465573
3,1,21,1,2,52,1,1.051486770033793
3,0,26,0,0,9,1,0.006579541946603819
1,1,44,1,2,36,2,1.0198508044559242
2,0,24,0,0,12,1,0.02742655168088607
1,0,29,0,0,5,1,1.041365981152347
3,0,27,0,5,20,1,1.0231977673922272
3,0,42,0,1,26,1,0.025894197916184962
1,1,18,0,0,11,1,0.9987682761513884
2,0,37,0,0,9,1,0.01617539783555532
1,1,19,1,0,182,2,1.0396647749114438
2,1,38,0,1,45,1,0.017325118695402725
3,0,27,5,2,26,1,-0.0014114988732306342
2,0,69,0,0,11,1,0.012583873773611408
3,1,29,1,2,252,1,1.0414066029917821
3,1,36,0,0,18,2,1.0220809352464635
2,0,33,0,0,12,1,0.00971824397923956
3,0,32,0,0,9,1,0.009052361670553118
3,1,27,0,1,108,1,1.036153721049379
3,0,50,0,0,10,1,0.004678516695074758
1,1,38,1,2,188,1,1.0058115671327077
3,1,3,0,0,134,1,1.0328964208772684
1,1,20,0,2,109,1,1.0252915666442202
2,1,23,0,0,4,1,0.009590792398702249
3,0,28,2,2,15,1,0.022950047744188528
3,1,24,1,1,39,2,1.0005687735404882
3,0,18,0,0,29,2,0.012075068310974497
1,1,36,1,0,24,1,1.0291357472812237
1,1,35,1,2,279,1,0.9757268445161762
3,0,32,0,0,10,1,0.013021754651703661
1,1,58,2,4,104,1,1.0384424661364067
3,0,64,0,0,6,1,0.01511500698817101
1,1,39,1,1,18,2,0.021991583478855187
1,1,27,0,0,12,1,0.021710451988818984
1,1,-5,1,0,63,1,1.0043154749022156
1,0,4,1,2,48,2,0.033226419000844214
1,1,34,2,0,103,2,1.051151379896766
2,0,27,0,0,48,1,1.015779544458701
2,1,-2,1,4,32,1,0.009883951808154854
1,1,35,1,0,71,2,1.0489803663720685
3,0,60,0,0,11,1,0.008808123781115583
3,0,29,0,0,7,3,0.008656751042049242
3,0,38,0,2,149,1,1.0210935626085345
3,0,20,0,0,15,1,1.0072498638047451
3,1,20,1,1,18,2,1.020531073331594
3,0,29,0,0,5,1,0.00925763998113743
1,0,27,1,1,24,1,1.0036736008844
3,0,23,0,1,24,1,0.005721475685886834
2,1,27,0,2,16,1,1.0478238476838124
3,1,28,0,0,71,1,-0.003738354416652397
3,0,11,4,2,31,1,0.03212975513857469
3,0,20,0,0,8,1,0.0036936850191589487
3,0,2,0,0,7,3,0.005837637007756495
3,0,30,0,0,17,1,0.004507389304327868
3,0,31,0,0,26,1,0.006998760359858022
2,1,27,1,1,81,1,0.00551576868701536
3,0,29,1,1,35,1,1.0276331348160004
3,1,28,0,0,6,1,0.9883154094368833
3,1,26,0,0,12,1,1.0021120816657891
2,1,4,0,0,27,1,0.0061565991388055005
2,0,63,4,5,56,1,1.0226606215542053
2,1,2,1,4,57,2,0.0090914365639148
3,0,6,1,1,14,1,1.042198197634707
3,1,53,0,0,11,1,0.0001907687685557555
3,0,15,0,0,6,1,0.004373083552644788
1,1,25,1,0,105,3,1.0269437361988716
3,1,39,0,0,228,1,0.9922092385178067
3,0,23,0,0,10,1,0.9967830403971104
3,0,23,0,0,8,1,0.026508410522448695
1,1,38,1,0,19,1,1.0533532158355257
3,0,33,0,0,5,1,0.006146605068028708
3,0,59,0,1,131,1,1.0340860451213687
3,0,52,0,0,13,1,0.032224717956683684
2,0,42,0,0,25,1,1.032396500422713
3,1,27,0,0,12,1,1.0552556719824
3,0,60,0,0,6,1,0.01863611261703868
3,0,23,1,0,9,1,0.0021989717585712055
1,1,41,1,1,106,2,1.072865731044161
2,1,45,1,0,80,2,1.0151623855213217
3,0,30,0,0,28,1,-0.0034269823569710663
3,0,28,0,0,76,1,0.9866891830697189
1,1,32,1,1,90,2,1.0659210297383312
3,0,28,0,4,26,1,0.006660780577679653
3,0,46,0,0,10,1,-0.0005686182568953949
3,0,29,0,0,62,2,0.016011410041369217
3,0,49,4,0,149,1,0.006334755653053547
1,1,35,0,1,72,1,0.9997724667387577
3,0,29,4,2,22,1,0.0236201077830821
3,1,30,0,0,9,1,1.0370514422257973
2,1,26,1,6,174,1,1.0154037359305164
3,0,51,0,0,100,1,0.0037860845101792013
3,0,20,0,0,11,1,0.015131537454997752
2,0,24,4,1,21,1,0.010749290365143691
2,0,26,0,0,6,1,-0.005865724443012937
3,0,37,0,5,6,1,0.01747226176871996
2,0,31,0,0,11,1,0.005880833294466215
3,0,10,4,0,21,1,0.020240899737792035
3,0,17,0,0,14,1,0.016625356808079104
3,1,25,0,1,180,3,1.0333793449236293
1,1,35,0,0,35,2,1.034885424486584
3,0,30,0,0,8,1,1.0215244024829848
3,1,36,0,0,9,2,1.0098870508009445
1,0,31,0,1,26,1,0.0037481275513651506
3,0,21,0,0,12,1,0.009963506495301854
1,0,34,0,0,12,2,1.035144888856665
2,0,39,0,0,19,1,0.00645551503091498
3,0,28,0,0,16,1,0.02674267326677304
1,0,25,0,0,5,1,1.0265430815497805
1,1,5,1,5,11,1,1.0448736639894785
3,0,28,0,2,26,1,0.014039525784920532
3,0,35,0,2,114,2,0.0046920833149551415
3,0,30,0,0,8,1,0.0040200855962009615
2,0,43,2,5,19,1,0.009802127801902505
1,1,27,1,5,23,1,1.0073275026344457
3,1,21,0,0,8,1,0.01313270745489747
3,0,34,0,0,11,3,0.003668740114268583
3,1,29,0,5,12,1,1.010792712111532
2,0,28,2,0,36,2,0.02667868691853108
2,1,45,0,0,29,2,1.0237520763530046
3,0,21,0,0,14,1,1.0154542970660152
1,1,37,1,1,107,2,1.0214843938140532
3,0,29,0,0,8,1,0.01023901574285324
3,1,-9,1,5,47,1,0.030870594648358188
3,0,27,0,0,24,1,0.01654278633844377
3,0,1,1,1,25,1,0.011952803242527456
2,0,33,0,0,101,1,0.0036615875338223036
2,1,-4,1,2,33,1,0.027041348406836238
3,1,16,2,0,6,1,0.007281266381229758
3,0,18,0,0,7,3,0.027410298497037678
2,1,27,1,1,52,1,1.0322932052110834
1,0,35,1,1,35,1,0.0033456455865787478
1,0,39,4,1,15,1,1.0360252067283338
3,0,32,0,0,68,1,0.01366054949432735
3,1,5,4,2,20,1,1.0701622707715208
2,0,44,0,0,11,3,0.01801856381240052
3,0,29,0,0,34,1,0.012534017413840763
1,1,24,1,1,17,1,1.0382846383093587
3,0,26,0,0,8,2,0.019395559885517864
3,1,56,0,0,10,3,1.0371170119102777
3,1,75,0,0,9,2,1.0254115022295582
1,1,15,0,0,184,1,1.0387916059861977
2,1,19,1,1,103,2,1.019412641856314
3,0,2,1,2,83,2,1.0032453270719932
3,0,26,1,5,20,1,0.005601803873484927
2,0,21,0,0,5,1,0.016340440185322574
3,0,-4,0,1,36,2,0.003047154861702737
3,0,31,0,0,7,2,0.011635499967899718
1,1,15,1,2,55,1,1.0319546842311171
1,1,25,0,0,54,1,1.0160670832782608
1,1,44,1,2,87,1,1.0095821602451225
2,0,36,0,0,3,1,0.014641506250653653
3,0,54,0,0,7,3,0.009568997076340563
3,0,25,1,2,26,1,0.015879849391171794
2,0,28,0,0,9,1,0.018782382469039967
2,0,31,0,0,9,3,1.022612630366047
2,0,30,0,0,7,1,0.0015527518389552542
2,1,42,1,6,57,1,0.012538114159812949
3,0,25,0,1,17,1,0.01006986608395272
1,1,14,1,1,117,2,1.0233705458420113
3,0,45,0,0,8,1,0.021905898637228107
2,0,27,0,0,35,1,1.0140455109904998
2,0,20,0,1,13,1,-0.011260251142717415
1,1,20,1,0,44,2,1.0018410140329153
3,1,33,1,5,33,1,1.0432568379217255
3,0,38,0,0,7,1,0.027292455872029452
2,1,29,0,0,6,2,1.014828998784695
2,1,18,0,0,19,1,1.0242679590203427
3,1,40,0,0,14,2,1.0312668369071052
2,0,17,8,5,55,1,0.003796764526228626
2,1,41,1,0,76,2,1.0178808656456255
3,1,40,0,0,6,1,1.0029695924910422
2,0,32,0,1,9,1,0.0007583357552542711
3,0,18,0,0,10,3,1.0387517781601794
3,0,31,0,0,11,1,0.009624453672010444
3,0,26,0,0,32,1,1.012457112581041
2,0,24,1,1,15,1,-0.0012561953178474067
2,0,27,0,0,8,1,1.0741183338328726
3,0,48,0,0,12,1,-0.001696568001625255
1,1,14,1,0,7,2,1.0049898466035043
3,0,25,0,0,13,1,0.012885086713124072
3,0,43,1,2,24,2,0.006375285181722284
3,1,31,1,0,22,1,1.0278641362069056
1,1,45,1,1,32,2,1.023130095408878
3,0,4,4,2,34,1,0.031913942715603376
3,0,61,0,0,5,1,0.020570764371470714
2,1,22,1,0,6,1,1.0212247033903306
1,1,39,1,0,52,1,1.0277037200656587
3,0,8,4,1,23,1,0.011539235240187616
3,0,30,0,0,3,1,1.0316896419874242
1,1,29,0,0,7,1,1.0060305163324157
3,1,27,1,1,15,1,1.0162331210910127
1,0,27,1,0,29,1,0.021577924809382747
2,0,28,0,0,21,1,0.012107023633768274
3,1,12,0,1,11,1,0.9958418317098359
2,0,8,0,0,19,1,0.009258730627518938
3,1,26,1,1,116,1,0.9917967704466776
2,1,20,1,0,40,1,0.9999034913148536
1,1,25,0,0,213,2,1.0480392768044668
3,0,36,0,2,32,1,0.015785548531157146
1,1,21,0,0,14,1,1.0303373891020575
3,0,22,0,1,29,1,0.015001893138272923
3,0,28,0,0,12,1,0.022173111402014594
2,1,-6,1,2,39,1,1.0143355858493537
3,0,22,0,0,41,1,0.006941258472124032
3,0,44,0,2,25,1,0.01059547577534103
2,0,28,0,0,10,1,1.016099382105171
3,0,29,0,0,0,3,1.013899134193245
2,1,20,1,0,62,1,1.0166370732976038
1,0,25,0,0,8,1,0.035508920931220433
1,1,6,1,2,15,1,1.027884435823941
3,0,28,0,0,8,1,0.011672909402864456
3,0,29,0,0,10,1,0.011055511123271687
2,1,17,0,0,22,1,0.9952865090397587
2,0,50,0,0,9,1,1.0098569277403369
1,1,42,1,1,20,1,1.0301283629508076
3,0,52,0,0,74,1,0.010346879701694579
1,1,19,0,0,52,1,1.0205166920814683
3,0,28,0,0,4,1,0.02341173358603793
3,0,-2,4,1,41,1,0.00926085030184232
1,1,-3,1,2,32,1,1.0263282175632307
3,1,1,1,1,66,1,1.0060315208582866
2,1,2,1,2,38,1,1.0148564021374247
3,0,18,0,2,13,1,0.01746515452183998
1,1,67,1,0,44,2,1.0438824922375316
3,1,22,0,0,10,2,1.0235370541289055
3,0,49,0,0,15,1,0.022438130550350138
1,0,24,1,1,21,1,-0.0011876496452043004
3,0,36,0,0,7,1,0.014882294387735152
1,1,26,1,0,32,1,1.0490607227903943
2,1,46,1,0,245,1,1.017222138269186
2,1,40,2,2,29,1,0.0006289584540602057
1,1,35,1,2,39,1,1.043133370248234
2,0,35,0,0,10,1,0.012600424486496887
3,0,30,0,0,9,1,0.01477862840515968
2,1,36,1,1,50,1,0.975892303066471
3,0,61,0,0,29,2,0.017241719017622614
1,0,10,0,1,18,1,0.012739661033745757
3,0,41,4,2,24,1,0.014545962458685259
3,0,26,0,0,9,1,1.0105616768125805
1,1,22,1,0,143,2,1.0345568724722218
3,0,45,0,5,31,1,0.007614399873130976
3,0,9,0,3,30,1,0.016555469173847127
2,1,15,4,2,23,1,1.0189977288737653
1,0,10,4,1,121,1,0.025621082104881617
2,0,31,0,0,9,3,0.009330694803166551
1,1,18,0,0,4,1,1.0096530174655685
3,1,15,1,0,-28,1,1.0185791001344788
3,0,31,4,2,33,1,0.003439071244684749
3,0,16,0,0,10,1,0.0037729360154249002
2,0,29,0,0,167,2,0.013419149574166633
2,1,27,0,0,127,1,0.01738802584068768
3,0,26,0,0,6,1,0.012709620283897726
3,0,27,0,0,11,1,0.010875694432207237
3,0,55,0,0,36,1,1.0416577344594915
3,1,30,0,0,22,1,1.0150783458414694
3,1,43,0,0,71,3,1.0259909737863406
2,1,27,0,0,38,3,1.0181777376549217
3,0,59,0,0,11,1,0.0025393393653182893
3,1,53,1,0,38,2,1.0394739941147595
3,0,51,0,0,7,1,0.01004818343530922
3,0,60,0,0,4,1,1.0035471401194074
3,0,30,0,0,11,3,0.9985374411218352
3,0,9,3,5,30,2,0.00927299177524033
3,0,44,0,0,11,1,1.0183687854774706
3,1,21,1,0,46,2,0.9855485827963528
1,1,35,1,0,92,1,1.042071714970768
3,0,61,0,0,8,1,0.014172408590779798
2,0,29,0,1,31,1,0.004952812499497081
3,0,8,0,0,28,1,0.021789147538864816
3,1,53,1,1,22,2,1.0411949602696282
2,0,20,0,0,4,1,0.02918217017870042
2,0,22,0,1,19,1,0.02005013961184873
3,0,62,0,0,9,1,-0.004012242218978006
2,0,30,0,1,22,1,0.03266950098027828
1,1,36,1,2,60,1,1.0084572078286937
3,1,50,0,0,11,3,1.0254467129099423
1,0,28,0,0,11,1,0.014973568021836964
2,1,19,0,0,6,3,1.0057078862170516
1,1,20,1,0,42,1,1.0206787089650664
1,1,14,1,1,62,1,1.0299309390027243
3,0,8,4,2,35,1,0.00798486005523514
1,1,28,1,0,107,1,0.9988574853954622
3,1,15,0,2,75,1,1.0481398028589841
2,0,20,0,0,23,1,-0.0009479780122423677
1,1,32,0,0,56,2,1.0254878490214125
2,0,40,0,0,11,1,-0.0030483432072690186
2,0,26,4,5,29,1,0.01866991297196776
3,0,71,0,0,23,1,0.0028570558135903533
3,1,37,4,0,160,3,1.0333660105844324
3,1,31,0,0,16,1,1.0000510329947814
2,0,1,2,1,37,1,0.025136321037653002
1,1,29,4,2,32,1,0.01878693519146544
2,1,30,0,0,4,1,1.0144106229429206
3,0,29,0,0,6,1,0.01840108756458973
1,1,34,1,2,30,2,0.992131125328667
3,0,32,0,0,11,1,0.013164054515665727
3,0,-3,1,5,13,1,0.018822716139097015
2,0,13,0,0,6,1,0.014876533063629448
2,0,29,2,1,22,1,-0.00028822508780551126
3,0,24,0,0,13,1,-0.00020302318069905575
3,0,62,1,2,24,1,0.03368896926137533
3,0,55,0,0,25,1,0.013750562591206949
3,1,29,1,2,25,1,0.9937992602749808
2,0,34,0,0,19,1,0.006831291123832643
2,0,29,0,0,101,1,1.0083784917121061
3,0,46,0,0,49,1,0.9814052526596118
2,0,20,0,0,4,1,0.9899295052004935
1,1,29,1,1,66,2,1.016426139818751
2,0,32,0,0,7,1,1.0202301945214964
3,0,36,1,1,20,1,0.005684824597861295
1,1,44,1,0,30,2,1.0299438099319553
2,1,32,4,5,33,2,-0.0013360277281044683
1,1,30,1,0,128,1,1.0380746203477553
3,0,27,4,1,23,1,0.012825307143782211
3,0,30,0,0,10,1,0.010222805691912591
1,1,27,0,0,163,2,1.0277378428628914
3,0,34,2,2,34,1,0.023443326240301297
3,1,22,0,0,11,2,1.0575273754505052
2,0,37,0,0,11,1,0.002087455366720608
1,0,8,0,0,30,1,0.007336697009128649
2,0,15,0,0,10,1,1.0157438986250567
2,0,41,0,0,7,1,0.004513774075003147
1,1,37,4,1,36,1,1.0834870309453015
1,1,21,1,1,33,2,1.0311635586494987
3,0,26,0,0,11,2,-0.004319401778046984
3,1,27,0,3,66,1,1.052551861326615
3,0,31,0,0,9,3,0.012988991247087266
2,0,16,0,1,23,1,0.021921305007663254
3,1,21,1,0,57,1,1.0277997335243512
3,0,27,0,0,12,1,1.0246708261694533
2,0,35,0,0,2,1,0.023595319565081086
2,1,10,0,0,10,2,1.0381415011433581
3,0,23,0,0,11,1,0.011703855063511672
1,1,7,1,0,70,2,1.0372956479750555
1,1,40,1,0,84,2,1.0032191889132402
3,0,35,2,0,25,1,0.011982300869843292
1,1,21,1,0,208,2,1.053233040068193
3,0,3,0,1,13,1,0.012549581351428687
1,1,42,2,0,115,1,1.0143780330719465
2,0,30,0,0,12,1,0.007933620361494729
1,1,25,1,0,177,3,1.0577271842645097
2,0,40,0,0,30,1,0.9915133945462156
3,0,71,0,0,7,1,0.011366570689437736
3,0,22,0,0,24,1,0.00882929059539301
3,0,51,0,0,8,1,0.02147091822711573
2,0,4,4,1,62,1,0.007649856883822766
3,0,28,0,0,8,1,0.01153284452773423
3,1,30,0,1,35,1,1.0542015329885241
3,0,30,0,0,9,1,0.007942787864917015
2,1,26,1,5,22,2,1.0479577392558623
3,0,19,0,0,8,2,0.01115731446844339
3,0,71,0,0,7,1,0.027271074273476734
